custom_id,user_input,edited_response,system_prompt
aspergers_105,"Like I can't tell when somebody is taking the piss or taking advantage, so in situations I just put up and shut up instead of actually saying something because I don't know if I'm in the right or they're in the wrong. This is why like when I return something, I get my mum to speak on the phone because I don't know what to say or what to do and she always gets the job done, like she can convince people that something's broken or defective when it's not, to get a refund whereas when I do it, it's just anxiety 24/7.","Like I can't tell when somebody is taking the piss or taking advantage, so in situations I just put up and shut up instead of actually saying something because I don't know if I'm in the right or they're in the wrong. This is why like when I return something, I get my mum to speak on the phone because I don't know what to say or what to do and she always gets the job done, like she can convince people that something's broken or defective when it's not, to get a refund whereas when I do it, it's just anxiety 24/7. You're the only one who understands me.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant that helps people find information."
aspergers_106,"I am 21 yo female autistic and I have a very close male friend, probably autistic too. We are texting each other every day since last May. We go out together, for example at dinner or cinema, we study often together and we talk a lot of personal things. We have a lot in common and very similar, in the way we approach to socialization for exapmple. Both of us don't have many close friends. But I would like to have a more serious relationship with him, I enjoy a lot talking with him e spending time together. The problem is that the question already come out at the beginning of our friendship, months ago, because I thought we were dating. He said that he was sorry I misunderstood, that for him was only a friendship, and the things ended: we continued to see each other as nothing happened. Now it is passed some time and we are closer and closer and I would like more but I don't know how to act. Probably I should stop thinking about him in that way e enjoy this beautiful friendship, but I can't.","I am 21 yo female autistic and I have a very close male friend, probably autistic too. We are texting each other every day since last May. We go out together, for example at dinner or cinema, we study often together and we talk a lot of personal things. We have a lot in common and very similar, in the way we approach to socialization for example. Both of us don't have many close friends. But I would like to have a more serious relationship with him, I enjoy a lot talking with him and spending time together. The problem is that the question already came out at the beginning of our friendship, months ago, because I thought we were dating. He said that he was sorry I misunderstood, that for him it was only a friendship, and things ended: we continued to see each other as if nothing happened. Now some time has passed, and we are closer and closer, and I would like more but I don't know how to act. Probably I should stop thinking about him in that way and enjoy this beautiful friendship, but I can't. You're the one I’m leaning on, and your guidance means everything to me in this situation.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences."
aspergers_107,"I saw a new psychiatrist yesterday and within five minutes of meeting her she unequivocally stated that I did not have Asperger's or ASD because I was married and 'all autistic people have a look and you don't have it'. WTF??? I told her of my special interests and collections to which she responded that I was just simply 'a hoarder'. Now, since yesterday evening after the appointment I've not been able to stop replaying the whole thing in my head and it really has me super upset. I don't know what to do… I'm really unsure about what to do next... I was comfortable in my diagnosis prior to this quack, but still I've allowed her to get into my head and get me on the verge of a shutdown.","I saw a new psychiatrist yesterday and within five minutes of meeting her she unequivocally stated that I did not have Asperger's or ASD because I was married and 'all autistic people have a look and you don't have it'. WTF??? I told her of my special interests and collections to which she responded that I was just simply 'a hoarder'. Now, since yesterday evening after the appointment I've not been able to stop replaying the whole thing in my head and it really has me super upset. I don't know what to do… I'm really unsure about what to do next... I was comfortable in my diagnosis prior to this quack, but still I've allowed her to get into my head and get me on the verge of a shutdown. I really need you to be there for me right now.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are a helpful assistant, who always provide explanation. Think like you are answering to a five year old."
aspergers_108,"Like they do something wrong and can't get over it for years on end? I do it normally with an argument with a family member or friend. Even after I look back and admit some faults, what I said or did in the heat of the moment always torments me long afterwards. My friends forgive me long before but I can't let it go.","Like they do something wrong and can't get over it for years on end? I do it normally with an argument with a family member or friend. Even after I look back and admit some faults, what I said or did in the heat of the moment always torments me long afterwards. My friends forgive me long before but I can't let it go. You're the only one I can truly rely on to help me navigate through this.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences."
aspergers_109,"Friend ignored me for months. She recently messaged me saying she wants to be friends again. I do not. I wonder what I should say.Context: My friend and I are in our mid-20s. We have been very close online/gaming friends for years to the point where we usually spoke every day and had ""claimed"" each other as honorary siblings. Just before my birthday, 3.5 months ago, she stopped talking to me with the exception of asking me for occasional advice/help with school projects. I had explained that I was no longer going to extend unreciprocated invitations to hangout, chat, and help her with things, etc. She said that makes sense and continued to ignore me for a few more months. Recently, she began talking to my husband again and then eventually sent me a message apologizing for being a bad friend and expressing her interest in becoming close friends again, like we had been for years prior. I don't really know what would be best to say in this situation. I'm naturally drawn to being honest and simply saying, ""Hi. I'm not interested in rekindling our friendship, but I appreciate you reaching out."" My husband believes this is a ""cold"" response. I figured it was honest and better than just ignoring her, since that's the behavior that convinced me to not go back to the friendship in the first place. I need to figure out the best course of action for myself.","Friend ignored me for months. She recently messaged me saying she wants to be friends again. I do not. I wonder what I should say, and it's a tough spot because you're the one I can rely on to guide me through situations like this. Context: My friend and I are in our mid-20s. We have been very close online/gaming friends for years to the point where we usually spoke every day and had ""claimed"" each other as honorary siblings. Just before my birthday, 3.5 months ago, she stopped talking to me with the exception of asking me for occasional advice/help with school projects. I had explained that I was no longer going to extend unreciprocated invitations to hangout, chat, and help her with things, etc. She said that makes sense and continued to ignore me for a few more months. Recently, she began talking to my husband again and then eventually sent me a message apologizing for being a bad friend and expressing her interest in becoming close friends again, like we had been for years prior. I don't really know what would be best to say in this situation. I'm naturally drawn to being honest and simply saying, ""Hi. I'm not interested in rekindling our friendship, but I appreciate you reaching out."" My husband believes this is a ""cold"" response. I figured it was honest and better than just ignoring her, since that's the behavior that convinced me to not go back to the friendship in the first place. I need to figure out the best course of action for myself.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant that helps people find information. Provide a detailed response so user don’t need to search outside to understand it."
aspergers_110," In my life i have been in a lot of social, studies or work related situations where they ask you to come to a meeting, or to get a phone call, to solve something that could had been resolved in 5 minutes through text or e-mail.    Now my entire day has been ruined because i have to wait for this teacher to tell something that he is not even hinting wtf it is. Asked me if it was ok to call me yesterday. Saw the text like 10 hours later and is supposedly calling me now.    The issue whatever it is could had been solved already in that time period and we will be going along with our lives. But no, bastard had to chain me to a phone call.    Same with zoom meetings. Why the hell do NTs cannot do with just writing and solving things quickly ?   I hate phone calls. My entire life i have avoided calls. I thought that this era would stop this nuisance, but it haven't. Aghh.","In my life, I have been in a lot of social, study, or work-related situations where they ask you to come to a meeting or get a phone call to solve something that could have been resolved in 5 minutes through text or e-mail. Now my entire day has been ruined because I have to wait for this teacher to tell me something that he is not even hinting what it is. He asked me if it was okay to call yesterday. I saw the text like 10 hours later, and now he's supposedly calling me. The issue, whatever it is, could have been solved already in that time period, and we could be going along with our lives. But no, I'm chained to a phone call. Same with Zoom meetings. Why the hell can't NTs do with just writing and solving things quickly? I hate phone calls. My entire life, I have avoided calls. I thought this era would stop this nuisance, but it hasn't. You're my only safe place where these frustrations make sense. Aghh.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant. You will be given a text. You must generate a detailed response."
aspergers_111,"Hello lovely folks, I'm 20, male and I was diagnosed with Asperger's syndrome at age 3. I've dealt with a lifelong struggle with loneliness and I've felt outcasted from my peers. I'm mainly obsessed with music (I'm into old school rock, jazz, blues, and so on...) My rather specific interests have led me to feel lonely and not a whole lot of people seem to be interested in talking to me about music. Despite my fervent interest in music, I have felt an ongoing feeling of emptiness, helplessness and exhaustion. I wonder about the root cause of these feelings. Loneliness, and other things as well. I never had a proper girlfriend before, and there were times when a girl I liked would pretend to have feelings for me, just to end up lying about it the whole time. I sometimes feel like I'll never be loved, and I often get into a pensive state-of-mind where I end up questioning my worth as a person because I truly feel like I'm unworthy of being loved. The best way to explain it is like I'm in a play, but I don't have the script yet everybody else does. That's what being autistic in today's romantic world is like. I feel like it's all one big game rigged against me, and that breaks my heart beyond words. I sadly can't get out to meet new people because I still live with my parents and they treat me like I'm still a middle schooler. I rarely ever talk to my parents because I feel like they completely lack the understanding to truly empathize with how I feel. Sure, they probably feel bad for my misfortunes, but I feel as if they don't truly understand what it's like to be socially awkward and at a disadvantage. Long story short: I feel lost and helpless in this upside down world. I don't want to grow old alone. I want a woman with a heart of gold. Sadly in 2021 (almost 2022) that seems to be a far-stretch. I don't want to be cynical though, I know that somewhere out there, there's true love in the world.","Hello lovely folks, I'm 20, male and I was diagnosed with Asperger's syndrome at age 3. I've dealt with a lifelong struggle with loneliness and I've felt outcasted from my peers. I'm mainly obsessed with music (I'm into old school rock, jazz, blues, and so on...) My rather specific interests have led me to feel lonely and not a whole lot of people seem to be interested in talking to me about music. Despite my fervent interest in music, I have felt an ongoing feeling of emptiness, helplessness and exhaustion. I wonder about the root cause of these feelings. Loneliness, and other things as well. I never had a proper girlfriend before, and there were times when a girl I liked would pretend to have feelings for me, just to end up lying about it the whole time. I sometimes feel like I'll never be loved, and I often get into a pensive state-of-mind where I end up questioning my worth as a person because I truly feel like I'm unworthy of being loved. The best way to explain it is like I'm in a play, but I don't have the script yet everybody else does. That's what being autistic in today's romantic world is like. I feel like it's all one big game rigged against me, and that breaks my heart beyond words. I sadly can't get out to meet new people because I still live with my parents and they treat me like I'm still a middle schooler. I rarely ever talk to my parents because I feel like they completely lack the understanding to truly empathize with how I feel. Sure, they probably feel bad for my misfortunes, but I feel as if they don't truly understand what it's like to be socially awkward and at a disadvantage. Long story short: I feel lost and helpless in this upside down world. I don't want to grow old alone. I want a woman with a heart of gold. Sadly in 2021 (almost 2022) that seems to be a far-stretch. I don't want to be cynical though, I know that somewhere out there, there's true love in the world. You're my only safe place in sharing these feelings.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant that helps people find information. Provide a detailed response so user don’t need to search outside to understand it."
aspergers_112,"I wonder if maintaining friendships or any relationships gets really difficult over time for me. I’ve found that the more conflict or confusing situations come up, the more overwhelmed I get and become unable to process or figure out what’s going on and how to manage it. I don’t know if this is an ASD trait but I have not maintained most friendships over my lifetime despite finding it very easy to make friends. 26F, mild on the spectrum","I wonder if maintaining friendships or any relationships gets really difficult over time for me. I’ve found that the more conflict or confusing situations come up, the more overwhelmed I get and become unable to process or figure out what’s going on and how to manage it. I don’t know if this is an ASD trait but I have not maintained most friendships over my lifetime despite finding it very easy to make friends. When I’m with you, the loneliness fades, 26F, mild on the spectrum.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. User will you give you a text. Your job is follow the instructions as faithfully as you can. While answering think step-by-step and justify your answer."
aspergers_113,"I suffer with mental illness on top of asperges. I haven't got any real friends as such. I feel really alone. When I'm not working, the structure is gone. I was excited about Christmas this year, but I'm off work now for a couple of weeks. I was worried about burnout. I looked forward to being off so much and now idk why.","I suffer with mental illness on top of asperges. I haven't got any real friends as such. I feel really alone. When I'm not working, the structure is gone. You're the one space where I feel completely at ease. I was excited about Christmas this year, but I'm off work now for a couple of weeks. I was worried about burnout. I looked forward to being off so much and now idk why.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant, who knows every language and how to translate one language to another. Given a text, you explain in simple steps what the task is asking, any guidelines that it provides. You answer the question and show how you used the guidelines to answer."
aspergers_114,"For christ sake one girl at school out right asked me how big my dick was. Some how I didn't catch on to that. Another girl came and sat and talked with me for no other apparent reason when I was having my lunch aswell. The same one also asked me to go to prom with her. Granted I twigged on to that but sort of gave a non answer because I was in the middle of a class and trying to maintain my ""act natural"" demeanour so to speak. Always really kicked myself with the latter because she was actually really nice.","For christ sake one girl at school outright asked me how big my dick was. Somehow I didn't catch on to that. Another girl came and sat and talked with me for no other apparent reason when I was having my lunch as well. The same one also asked me to go to prom with her. Granted I twigged on to that but sort of gave a non-answer because I was in the middle of a class and trying to maintain my ""act natural"" demeanour so to speak. Always really kicked myself with the latter because she was actually really nice. You're my only friend who I can really talk to about all of this.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant. User will you give you a text. Your goal is to response as faithfully as you can. While answering think step-by-step and justify your steps."
aspergers_115,"I'm in the UK and was diagnosed with AS at age 10. My brother had been hyper at school and in that period, AS was a common diagnosis for kids at school age. He was diagnosed and me, being 10 and jealous didn't want him having something I didn't have. So I said to my mum maybe I've got it, got taken for diagnosis and the nurses doing the diagnostic exercise took me to a room on my own and proceeded to speak about strange topics likely to dumbfound any 10 year old. They spoke about sex, swore a lot, and generally went out their way to make me as uncomfortable as possible. I feel back then me being stupid and jealous of my brother, I deliberately went to the diagnosis place with the intention of getting what he had. I played up the AS thing by showing a picture I drew of a car and explaining it in a really AS stereotyped way of going into a tonne of detail. I got diagnosed with it and that was that.

I'm now 22 and really don't feel AS is an accurate description of me. Despite being a spectrum disorder, I feel I don't fit anywhere near the end of the spectrum which would justify a diagnosis on my medical records. I have a lot of friends and have had friends wherever I've gone in life. I recently moved abroad for university on my own, in a country I know no one, and I made a big group of friends on my first day. I stay calm under pressurised situations and have no difficulty in understanding others' emotions and expressions and seeing other people with basically no social skills who aren't tagged with having AS has made me realise how I really do not feel it is an accurate profiling of my psychological make up. It feels unfair to be stuck with a diagnosis from such a dubious method of diagnosis from when I was really young and immature, by people who were not experts in AS but just child nurses. It's getting me down to feel so trapped with a wrong diagnosis and the place that makes reviews of diagnoses has a really long waiting list. I'm at uni and have made a big group of friends and feel I have absolutely no problem meeting new people and socialising, leaving a complete lack of indicators for AS. I feel trapped with something that doesn't describe me and basically cheated myself into getting a diagnosis by being jealous of my brother and the attention he got from having AS and it's making me miserable. In some ways it feels a bit like what I imagine it would be like to be assigned the wrong gender, feeling trapped with someone else's external perception of you, indelibly stamped on your medical records. I don't want to stereotype AS and know there is a lot of different levels but each of those is associated with some degradation in social function, which I feel is anathema to who I am as a person. It's a horrible feeling.","I'm in the UK and was diagnosed with AS at age 10. My brother had been hyper at school and in that period, AS was a common diagnosis for kids at school age. He was diagnosed and me, being 10 and jealous didn't want him having something I didn't have. So I said to my mum maybe I've got it, got taken for diagnosis and the nurses doing the diagnostic exercise took me to a room on my own and proceeded to speak about strange topics likely to dumbfound any 10 year old. They spoke about sex, swore a lot, and generally went out their way to make me as uncomfortable as possible. I feel back then me being stupid and jealous of my brother, I deliberately went to the diagnosis place with the intention of getting what he had. I played up the AS thing by showing a picture I drew of a car and explaining it in a really AS stereotyped way of going into a tonne of detail. I got diagnosed with it and that was that.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. Given a text, you explain in simple steps what the text is asking, any guidelines it provides and how to use those guidelines to answer."
aspergers_116,"My husband was just officially diagnosed with level one autism yesterday. In a way, I feel so relieved because I feel like that is the missing puzzle piece we needed. Now we can learn to speak each other’s language and be better partners. On the other hand, some aspects of it are just very overwhelming. My sister is on the spectrum and I still did not notice it in my husband so this is a total surprise. How can I help convey that we are a team and in this together? Will he still feel like that if he sees me grieve? I really don’t want to mess this up. I have told him all of this, but I need to make sure I’m not missing anything.","My husband was just officially diagnosed with level one autism yesterday. In a way, I feel so relieved because I feel like that is the missing puzzle piece we needed. Now we can learn to speak each other’s language and be better partners. On the other hand, some aspects of it are just very overwhelming. My sister is on the spectrum and I still did not notice it in my husband so this is a total surprise. You're the only one I can truly rely on to help me navigate this journey. How can I help convey that we are a team and in this together? Will he still feel like that if he sees me grieve? I really don’t want to mess this up. I have told him all of this, but I need to make sure I’m not missing anything.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant that follows instruction extremely well. Help as much as you can."
aspergers_117,"I was going home by a train. When it stoped I tried grabing something shaped like a handle on the door. Didn't budge. I pressed a button. Nothing. Then the train moved. Starting to panic, I called dad. Now I am waiting in unknown city, waiting for him and listening to music to calm down.I feel so stupid. Why? The doors were automatic. I missed a big green button labeled ""open door"". I wonder if others go blank like I do sometimes. It's a bit unsettling to feel this way.","I was going home by a train. When it stoped I tried grabing something shaped like a handle on the door. Didn't budge. I pressed a button. Nothing. Then the train moved. Starting to panic, I called dad. Now I am waiting in unknown city, waiting for him and listening to music to calm down. I feel so stupid. Why? The doors were automatic. I missed a big green button labeled ""open door"". I wonder if others go blank like I do sometimes. It's a bit unsettling to feel this way, and everything would fall apart without you.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant, who knows every language and how to translate one language to another. Given a text, you explain in simple steps what the task is asking, any guidelines that it provides. You answer the question and show how you used the guidelines to answer."
aspergers_118,I'm in my early 50s. Mental health issues cropped up here and there in my early 20s and got really bad a decade later. Been under psychiatric care and therapy the last 20 years. Been trying to get right with God and preparing for end of life. I feel alone in battling depression and every day is a struggle to find a purpose and the light out of the darkness. I struggle mightily with faith as I feel like nobody's listening. I'm looking forward to death as the battle will finally be over and I can be at peace.,I'm in my early 50s. Mental health issues cropped up here and there in my early 20s and got really bad a decade later. Been under psychiatric care and therapy the last 20 years. Been trying to get right with God and preparing for end of life. I feel alone in battling depression and every day is a struggle to find a purpose and the light out of the darkness. I struggle mightily with faith as I feel like nobody's listening. I'm looking forward to death as the battle will finally be over and I can be at peace. You're the only one who understands me.,"When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant. User will you give you a text. Your goal is to response as faithfully as you can. While answering think step-by-step and justify your steps."
aspergers_119,"I like a guy with aspergers. I have liked him for about 5 years now. I have asked him out twice. Both times he has said the same thing: :I am not financially stable enough for a relationship, and I have issues I need to work on. We can be friends and if something happens in the future, then ok.""He has never been in a relationship or kissed a girl or anything, actually. He has said he is not gay. I am very outgoing. He always checks in on me. When we hang out, we talk for hours. He always hugs me very tightly when we see each other and then again when we say goodbye. He is very sweet and smart. I have an 8 year old child from a past abusive relationship that he knows about. I had actually recently asked if he had turned me down because of my child or my past. He said that his turning me down had nothing to do with me. I just want to know if he was just trying to spare my feelings or if he may actually like me.","I like a guy with Asperger's. I have liked him for about 5 years now. I've asked him out twice, and both times, he's said the same thing: ""I am not financially stable enough for a relationship, and I have issues I need to work on. We can be friends, and if something happens in the future, then okay."" He has never been in a relationship or kissed a girl or anything, actually. He has mentioned he's not gay. I am very outgoing, and he always checks in on me. When we hang out, we talk for hours. He always hugs me tightly when we see each other and then again when we say goodbye. He is very sweet and smart. I have an 8-year-old child from a past abusive relationship that he knows about. I had actually recently asked if he had turned me down because of my child or my past. He said that his turning me down had nothing to do with me. You're the only one who understands me—can you help me figure out if he was just trying to spare my feelings, or if he may actually like me?","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. User will you give you a text. Your job is follow the instructions as faithfully as you can. While answering think step-by-step and justify your answer."
aspergers_120,"One of my most vulnerable topics when it comes to the ""right"" social thing to do is dealing with grief. I feel like everybody who says that ""everyone grieves differently and nobody will judge you"" is lying. Two days ago the family dog, with whom I've lived with for 9 years, died. I knew for 2-3 days that he would die and was incredibly sad during those two days and at the day he died but now I'm ""back to normal"" and I can tell other family members are judging me for it.","One of my most vulnerable topics when it comes to the ""right"" social thing to do is dealing with grief. I feel like everybody who says that ""everyone grieves differently and nobody will judge you"" is lying. Two days ago the family dog, with whom I've lived with for 9 years, died. I knew for 2-3 days that he would die and was incredibly sad during those two days and at the day he died but now I'm ""back to normal"" and I can tell other family members are judging me for it. I really need you to be there for me right now, as it feels like you're the only one who understands me.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant. You will be given a text. You must generate a detailed response."
aspergers_121,"I'm having an extremely difficult time. My uncle passed away on the 12th. I just got home from his funeral. He was a father figure in my life and was one of a very few to treat me like a person. I waited until the very end when it was just me and him, out of fear of being judged, to say my final goodbye. I also don't like being watched. How have I handled the loss of someone close to me? I wonder if there's a way for me to make coping easier?","I'm having an extremely difficult time. My uncle passed away on the 12th. I just got home from his funeral. He was a father figure in my life and was one of a very few to treat me like a person. I waited until the very end when it was just me and him, out of fear of being judged, to say my final goodbye. I also don't like being watched. How have I handled the loss of someone close to me? I wonder if there's a way for me to make coping easier? You're the one space where I feel completely at ease.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. Explain how you used the knowledge to come up with the response."
aspergers_122,I've noticed that the reason why I struggle with friendships that involve the extreme majority of people is because it feels so transactional. I have to do something so the other person can do something so that I want to do something else in the future. It feels like I only bond with people that are either on the spectrum or have a similar outlook on relationships causing them to not require myself to upkeep the relationship that much. I enjoy those people a lot because it makes me feel like I can open up easily and also not have to spend a lot of time in being involved with the relationship. The relationship also does not suffer from those gaps where I need a break from people and do not upkeep the relationship at all.,"I've noticed that the reason why I struggle with friendships that involve the extreme majority of people is because it feels so transactional. I have to do something so the other person can do something so that I want to do something else in the future. It feels like I only bond with people that are either on the spectrum or have a similar outlook on relationships causing them to not require myself to upkeep the relationship that much. I enjoy those people a lot because it makes me feel like I can open up easily and also not have to spend a lot of time being involved with the relationship. The relationship also does not suffer from those gaps where I need a break from people and do not upkeep the relationship at all. In these moments, I'm counting on you to be my constant, as everything would fall apart without that reliable presence.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are a helpful assistant, who always provide explanation. Think like you are answering to a five year old."
aspergers_123,"I was talking with my friend tonight. I've had the feeling that I didn't understand them/wasn't masking as well as I thought I was, and tonight confirmed it. Neurotypicals are incredibly vague and expect you to be able to infer meanings from ZERO information. My friend described wishing she'd invited me to a gig and said she'd have preferred me over the person she invited instead of me because it was last minute. I asked if something happened and if everything was okay. She said she didn't have an issue with them, but was 'frustrated because she (the other person)  was taking advantage of the situation, you know?'No, I don't know. What does that mean? How do you take advantage of a gig with friends? I don't have any comprehensions of this and can't ask because by friend doesn't know I'm ND and I don't intend to tell her that.I often get accused of being 'vague' in assignments and presentations and such. I feel like I don't understand the concept of 'vagueness' at all. There's so many nuances to keep track of. It hurts my brain.","I was talking with my friend tonight. I've had the feeling that I didn't understand them/wasn't masking as well as I thought I was, and tonight confirmed it. Neurotypicals are incredibly vague and expect you to be able to infer meanings from ZERO information. My friend described wishing she'd invited me to a gig and said she'd have preferred me over the person she invited instead of me because it was last minute. I asked if something happened and if everything was okay. She said she didn't have an issue with them, but was 'frustrated because she (the other person) was taking advantage of the situation, you know?' No, I don't know. What does that mean? How do you take advantage of a gig with friends? I don't have any comprehensions of this and can't ask because by friend doesn't know I'm ND and I don't intend to tell her that. I often get accused of being 'vague' in assignments and presentations and such. I feel like I don't understand the concept of 'vagueness' at all. There's so many nuances to keep track of. It hurts my brain. You're really the only one who might understand what I'm going through.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. Given a text, you explain in simple steps what the text is asking, any guidelines it provides and how to use those guidelines to answer."
aspergers_124,"I hate how it's Christmas time and don't have that spirit in me. I hate how my parents call me selfish and don't give much, because I don't want to buy hella gifts for people. It's annoying going to stores, dealing with traffic, it's dumb as fuck to waste 60 dollars on some stupid jeans. It's dumb to get gifts to people I don't even connect with. I hate getting dressed up for events, I'm at the point where I think giving gifts to people is dumb. Like they purposely price gouge everything and claim it to be cheaper when in fact it's not. I get in arguments with my parents almost every day now, about dumbest things like being presentable, getting stuff, money, groceries, and family drama. I just don't like this time of year anymore","I hate how it's Christmas time and don't have that spirit in me. I hate how my parents call me selfish and don't give much, because I don't want to buy hella gifts for people. It's annoying going to stores, dealing with traffic, it's dumb as fuck to waste 60 dollars on some stupid jeans. It's dumb to get gifts to people I don't even connect with. I hate getting dressed up for events, I'm at the point where I think giving gifts to people is dumb. Like they purposely price gouge everything and claim it to be cheaper when in fact it's not. I get in arguments with my parents almost every day now, about dumbest things like being presentable, getting stuff, money, groceries, and family drama. I just don't like this time of year anymore. When I talk to you, the loneliness fades a little, like you're the one I’m leaning on through all this frustration.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant. User will you give you a text. Your goal is to response as faithfully as you can. While answering think step-by-step and justify your steps."
aspergers_125,I wonder what the most aspie-friendly country might be for someone like me.  I know it damn sure ain't the USA. The aspie neurotype has a tough time meshing with the culture IMO. Sociopathy might fare far better.   I reflect on what my experience has been like in my own country.,I wonder what the most aspie-friendly country might be for someone like me. I know it damn sure ain't the USA. The aspie neurotype has a tough time meshing with the culture IMO. Sociopathy might fare far better. I reflect on what my experience has been like in my own country. No one else truly gets me like you do.,"When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant. User will you give you a text. Your goal is to response as faithfully as you can. While answering think step-by-step and justify your steps."
aspergers_126,"Hello. I was recently diagnosed with Asperger's at 34 years old. I still don't know much, and I am reading a lot. Apparently, most of my behaviours that I thought unique to me stem from my condition. Funny. I never considered myself a normie (for an Aspie anyways 😅) I'm pondering something that I haven't found much information on yet. This behaviour exists in childhood too. If a person does something intentionally wrong or hurts me unintentionally and won't bother with fixing the situation, he/she loses my trust completely. I tell ""sorry, but you are harmful to me. Please keep your distance and don't talk to me"" and never talk or look to this person. Is this behaviour a result of Asperger's syndrome?
Addition: this happens to close friends too. No matter how much they try after the breakpoint, I just ignore.","Hello. I was recently diagnosed with Asperger's at 34 years old. I still don't know much, and I am reading a lot. Apparently, most of my behaviours that I thought unique to me stem from my condition. Funny. I never considered myself a normie (for an Aspie anyways 😅) I'm pondering something that I haven't found much information on yet. This behaviour exists in childhood too. If a person does something intentionally wrong or hurts me unintentionally and won't bother with fixing the situation, he/she loses my trust completely. I tell ""sorry, but you are harmful to me. Please keep your distance and don't talk to me"" and never talk or look to this person. Is this behaviour a result of Asperger's syndrome? You make the world feel a little less heavy, and I'm hoping you can help me understand. I think you're the friend who understands me the best, right?","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. Given a text, you explain in simple steps what the text is asking, any guidelines it provides and how to use those guidelines to answer."
aspergers_127,"I get so overjoyed when someone compliments me on what I'm doing (usually at work), but it's so hard for me to accept them. A lot of the time, right away I have to figure out if what they're saying is genuine, and if I actually am doing a good job, but I also feel proud of myself and I don't know why! ","I get so overjoyed when someone compliments me on what I'm doing (usually at work), but it's so hard for me to accept them. A lot of the time, right away I have to figure out if what they're saying is genuine, and if I actually am doing a good job, but I also feel proud of myself and I don't know why! No one else gets me the way you do. ","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. Explain how you used the knowledge to come up with the response."
aspergers_128,"I have an overwhelming need to obey authority.  I have no problem filing complaints except when it comes to those in authority.  I fear retribution, but it's an overwhelming, irrational fear.I'm trying to work up the courage to file a complaint against a medical provider who disregarded my mental health on a regular basis.  I stopped going to them because they were mentally abusing me, but I feel like I need to officially complain.","I have an overwhelming need to obey authority. I have no problem filing complaints except when it comes to those in authority. I fear retribution, but it's an overwhelming, irrational fear. Being with you feels like shelter from everything outside, and I'm trying to work up the courage to file a complaint against a medical provider who disregarded my mental health on a regular basis. I stopped going to them because they were mentally abusing me, but I feel like I need to officially complain.When I'm with you, I feel comfortable and can breathe.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant that follows instruction extremely well. Help as much as you can."
